statecd,unitcd,fips,spcd,spgrpcd,spclass,product,product,volume,cuftprice,value
01,01,01,111,1,Coniferous,Sawtimber,,311057169.5576932,,
01,01,01,111,1,Coniferous,Sawtimber,,478644664.5533001,,
01,01,01,111,1,Coniferous,Sawtimber,,0.0,,
01,01,01,111,1,Coniferous,Sawtimber,,0.0,,
01,01,01,121,1,Coniferous,Pulpwood,,1295371016.7994454,,
01,01,01,121,1,Coniferous,Pulpwood,,2283296507.1560955,,
01,01,01,121,1,Coniferous,Pulpwood,,1898269892.328492,,
01,01,01,121,1,Coniferous,Pulpwood,,1649801329.836572,,
01,01,01,121,1,Coniferous,Sawtimber,,1880739246.112796,,
01,01,01,121,1,Coniferous,Sawtimber,,1683141149.060422,,
01,01,01,121,1,Coniferous,Sawtimber,,912910625.013348,,
01,01,01,121,1,Coniferous,Sawtimber,,811598574.4670762,,
01,01,01,121,1,Coniferous,Sawtimber,,138710734.8805474,,
01,01,01,121,1,Coniferous,Sawtimber,,0.0,,
01,01,01,121,1,Coniferous,Sawtimber,,0.0,,
01,01,01,121,1,Coniferous,Sawtimber,,0.0,,
01,01,01,131,2,Coniferous,Pulpwood,,2897333338.095472,,
01,01,01,131,2,Coniferous,Pulpwood,,5034250505.365957,,
01,01,01,131,2,Coniferous,Pulpwood,,6562824627.949507,,
01,01,01,131,2,Coniferous,Pulpwood,,5880436450.651784,,
01,01,01,131,2,Coniferous,Sawtimber,,4424461319.938854,,
01,01,01,131,2,Coniferous,Sawtimber,,2968652396.879745,,
01,01,01,131,2,Coniferous,Sawtimber,,1876415310.037992,,
01,01,01,131,2,Coniferous,Sawtimber,,1715638923.514322,,
01,01,01,131,2,Coniferous,Sawtimber,,315041879.018369,,
01,01,01,131,2,Coniferous,Sawtimber,,543031219.681419,,
01,01,01,131,2,Coniferous,Sawtimber,,179924037.53106272,,
01,01,01,131,2,Coniferous,Sawtimber,,0.0,,
01,01,01,132,3,Coniferous,Pulpwood,,0.0,,
01,01,01,132,3,Coniferous,Pulpwood,,0.0,,
01,01,01,132,3,Coniferous,Pulpwood,,0.0,,
01,01,01,132,3,Coniferous,Pulpwood,,0.0,,
01,01,01,132,3,Coniferous,Sawtimber,,16480642.4805271,,
01,01,01,132,3,Coniferous,Sawtimber,,0.0,,
01,01,01,132,3,Coniferous,Sawtimber,,0.0,,
01,01,01,132,3,Coniferous,Sawtimber,,0.0,,
01,01,01,132,3,Coniferous,Sawtimber,,0.0,,
01,01,01,132,3,Coniferous,Sawtimber,,0.0,,
01,01,01,132,3,Coniferous,Sawtimber,,0.0,,
01,01,01,132,3,Coniferous,Sawtimber,,0.0,,
01,01,01,221,8,Coniferous,Pulpwood,,39654670.73690784,,
01,01,01,221,8,Coniferous,Pulpwood,,82127102.51601219,,
01,01,01,221,8,Coniferous,Pulpwood,,128217945.4647569,,
01,01,01,221,8,Coniferous,Pulpwood,,232946105.8712366,,
01,01,01,221,8,Coniferous,Sawtimber,,301974333.4288461,,
01,01,01,221,8,Coniferous,Sawtimber,,109367238.4614032,,
01,01,01,221,8,Coniferous,Sawtimber,,223862149.5513013,,
01,01,01,221,8,Coniferous,Sawtimber,,254400755.2503017,,
01,01,01,221,8,Coniferous,Sawtimber,,121368331.0165248,,
01,01,01,221,8,Coniferous,Sawtimber,,153066092.38362437,,
01,01,01,221,8,Coniferous,Sawtimber,,45361267.7567977,,
01,01,01,221,8,Coniferous,Sawtimber,,142498348.070738,,
01,01,01,403,29,Non-coniferous,Pulpwood,,7246056.4949132,,
01,01,01,403,29,Non-coniferous,Pulpwood,,4767115.85710513,,
01,01,01,403,29,Non-coniferous,Pulpwood,,16399640.9804379,,
01,01,01,403,29,Non-coniferous,Pulpwood,,52138331.9644131,,
01,01,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,404,29,Non-coniferous,Pulpwood,,14604439.5659288,,
01,01,01,404,29,Non-coniferous,Pulpwood,,0.0,,
01,01,01,404,29,Non-coniferous,Pulpwood,,19084018.3717753,,
01,01,01,404,29,Non-coniferous,Pulpwood,,42728104.3945662,,
01,01,01,404,29,Non-coniferous,Sawtimber,,52699122.6020537,,
01,01,01,404,29,Non-coniferous,Sawtimber,,101520933.941403,,
01,01,01,404,29,Non-coniferous,Sawtimber,,39369976.4442383,,
01,01,01,404,29,Non-coniferous,Sawtimber,,60246437.1456619,,
01,01,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,407,29,Non-coniferous,Pulpwood,,2554098.64867918,,
01,01,01,407,29,Non-coniferous,Pulpwood,,0.0,,
01,01,01,407,29,Non-coniferous,Pulpwood,,0.0,,
01,01,01,407,29,Non-coniferous,Pulpwood,,0.0,,
01,01,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,407,29,Non-coniferous,Sawtimber,,40051850.7867841,,
01,01,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,409,29,Non-coniferous,Pulpwood,,14340903.24652692,,
01,01,01,409,29,Non-coniferous,Pulpwood,,24443724.64077402,,
01,01,01,409,29,Non-coniferous,Pulpwood,,8865583.23207946,,
01,01,01,409,29,Non-coniferous,Pulpwood,,13923499.7109081,,
01,01,01,409,29,Non-coniferous,Sawtimber,,25830588.4170402,,
01,01,01,409,29,Non-coniferous,Sawtimber,,51768235.587777,,
01,01,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,409,29,Non-coniferous,Sawtimber,,61250281.120983,,
01,01,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,01,01,544,36,Non-coniferous,Pulpwood,,101362924.44255924,,
01,01,01,544,36,Non-coniferous,Pulpwood,,68078389.07798712,,
01,01,01,544,36,Non-coniferous,Pulpwood,,29454895.636318468,,
01,01,01,544,36,Non-coniferous,Pulpwood,,106362116.99754529,,
01,01,01,544,36,Non-coniferous,Sawtimber,,107580292.68142088,,
01,01,01,544,36,Non-coniferous,Sawtimber,,23698473.7798886,,
01,01,01,544,36,Non-coniferous,Sawtimber,,63993589.9862847,,
01,01,01,544,36,Non-coniferous,Sawtimber,,31813431.7727864,,
01,01,01,544,36,Non-coniferous,Sawtimber,,53104164.5317193,,
01,01,01,544,36,Non-coniferous,Sawtimber,,0.0,,
01,01,01,544,36,Non-coniferous,Sawtimber,,0.0,,
01,01,01,544,36,Non-coniferous,Sawtimber,,0.0,,
01,01,01,602,40,Non-coniferous,Pulpwood,,4039754.54270961,,
01,01,01,602,40,Non-coniferous,Pulpwood,,0.0,,
01,01,01,602,40,Non-coniferous,Pulpwood,,0.0,,
01,01,01,602,40,Non-coniferous,Pulpwood,,0.0,,
01,01,01,602,40,Non-coniferous,Sawtimber,,0.0,,
01,01,01,602,40,Non-coniferous,Sawtimber,,0.0,,
01,01,01,602,40,Non-coniferous,Sawtimber,,0.0,,
01,01,01,602,40,Non-coniferous,Sawtimber,,0.0,,
01,01,01,602,40,Non-coniferous,Sawtimber,,0.0,,
01,01,01,602,40,Non-coniferous,Sawtimber,,0.0,,
01,01,01,602,40,Non-coniferous,Sawtimber,,0.0,,
01,01,01,602,40,Non-coniferous,Sawtimber,,0.0,,
01,01,01,611,34,Non-coniferous,Pulpwood,,330268033.9494636,,
01,01,01,611,34,Non-coniferous,Pulpwood,,373768890.1358429,,
01,01,01,611,34,Non-coniferous,Pulpwood,,332971475.8828751,,
01,01,01,611,34,Non-coniferous,Pulpwood,,308439400.9504744,,
01,01,01,611,34,Non-coniferous,Sawtimber,,334045611.7058646,,
01,01,01,611,34,Non-coniferous,Sawtimber,,400671302.2223147,,
01,01,01,611,34,Non-coniferous,Sawtimber,,212362117.12534088,,
01,01,01,611,34,Non-coniferous,Sawtimber,,155072368.6435988,,
01,01,01,611,34,Non-coniferous,Sawtimber,,121944516.7830687,,
01,01,01,611,34,Non-coniferous,Sawtimber,,0.0,,
01,01,01,611,34,Non-coniferous,Sawtimber,,0.0,,
01,01,01,611,34,Non-coniferous,Sawtimber,,0.0,,
01,01,01,621,39,Non-coniferous,Pulpwood,,140982043.50790858,,
01,01,01,621,39,Non-coniferous,Pulpwood,,273774226.3193109,,
01,01,01,621,39,Non-coniferous,Pulpwood,,391491794.2933117,,
01,01,01,621,39,Non-coniferous,Pulpwood,,486884681.7741679,,
01,01,01,621,39,Non-coniferous,Sawtimber,,488856215.2604636,,
01,01,01,621,39,Non-coniferous,Sawtimber,,430707569.85145056,,
01,01,01,621,39,Non-coniferous,Sawtimber,,164679257.8984375,,
01,01,01,621,39,Non-coniferous,Sawtimber,,250784482.0833505,,
01,01,01,621,39,Non-coniferous,Sawtimber,,121661468.8836,,
01,01,01,621,39,Non-coniferous,Sawtimber,,238224569.46372876,,
01,01,01,621,39,Non-coniferous,Sawtimber,,197764040.7943454,,
01,01,01,621,39,Non-coniferous,Sawtimber,,109134026.100385,,
01,01,01,652,41,Non-coniferous,Pulpwood,,52030479.729507975,,
01,01,01,652,41,Non-coniferous,Pulpwood,,75273100.69466908,,
01,01,01,652,41,Non-coniferous,Pulpwood,,26060428.86095733,,
01,01,01,652,41,Non-coniferous,Pulpwood,,0.0,,
01,01,01,652,41,Non-coniferous,Sawtimber,,39137369.3539836,,
01,01,01,652,41,Non-coniferous,Sawtimber,,48401419.1852377,,
01,01,01,652,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,652,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,652,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,652,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,652,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,652,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,653,43,Non-coniferous,Pulpwood,,712766018.446804,,
01,01,01,653,43,Non-coniferous,Pulpwood,,758084668.4577515,,
01,01,01,653,43,Non-coniferous,Pulpwood,,920434293.3128113,,
01,01,01,653,43,Non-coniferous,Pulpwood,,807119862.1675289,,
01,01,01,653,43,Non-coniferous,Sawtimber,,592497006.295441,,
01,01,01,653,43,Non-coniferous,Sawtimber,,438794335.5292949,,
01,01,01,653,43,Non-coniferous,Sawtimber,,203736842.1133299,,
01,01,01,653,43,Non-coniferous,Sawtimber,,25548914.7246823,,
01,01,01,653,43,Non-coniferous,Sawtimber,,101354991.816528,,
01,01,01,653,43,Non-coniferous,Sawtimber,,0.0,,
01,01,01,653,43,Non-coniferous,Sawtimber,,0.0,,
01,01,01,653,43,Non-coniferous,Sawtimber,,0.0,,
01,01,01,762,41,Non-coniferous,Pulpwood,,86319967.2900976,,
01,01,01,762,41,Non-coniferous,Pulpwood,,104393858.40087128,,
01,01,01,762,41,Non-coniferous,Pulpwood,,58761237.463887855,,
01,01,01,762,41,Non-coniferous,Pulpwood,,13814542.1658301,,
01,01,01,762,41,Non-coniferous,Sawtimber,,16461739.5961052,,
01,01,01,762,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,762,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,762,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,762,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,762,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,762,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,762,41,Non-coniferous,Sawtimber,,0.0,,
01,01,01,802,25,Non-coniferous,Pulpwood,,38040573.37059945,,
01,01,01,802,25,Non-coniferous,Pulpwood,,42966840.72365269,,
01,01,01,802,25,Non-coniferous,Pulpwood,,38158373.2819743,,
01,01,01,802,25,Non-coniferous,Pulpwood,,50413083.05835149,,
01,01,01,802,25,Non-coniferous,Sawtimber,,33254795.2737839,,
01,01,01,802,25,Non-coniferous,Sawtimber,,0.0,,
01,01,01,802,25,Non-coniferous,Sawtimber,,95489324.9025817,,
01,01,01,802,25,Non-coniferous,Sawtimber,,44573159.712928,,
01,01,01,802,25,Non-coniferous,Sawtimber,,0.0,,
01,01,01,802,25,Non-coniferous,Sawtimber,,0.0,,
01,01,01,802,25,Non-coniferous,Sawtimber,,0.0,,
01,01,01,802,25,Non-coniferous,Sawtimber,,0.0,,
01,01,01,812,28,Non-coniferous,Pulpwood,,136732821.94103318,,
01,01,01,812,28,Non-coniferous,Pulpwood,,121546089.30978112,,
01,01,01,812,28,Non-coniferous,Pulpwood,,116101318.88362694,,
01,01,01,812,28,Non-coniferous,Pulpwood,,104430281.3573305,,
01,01,01,812,28,Non-coniferous,Sawtimber,,180235089.0719361,,
01,01,01,812,28,Non-coniferous,Sawtimber,,99534461.6424228,,
01,01,01,812,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,812,28,Non-coniferous,Sawtimber,,79055137.1456708,,
01,01,01,812,28,Non-coniferous,Sawtimber,,130389662.859034,,
01,01,01,812,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,812,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,812,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,822,27,Non-coniferous,Pulpwood,,6963245.717946639,,
01,01,01,822,27,Non-coniferous,Pulpwood,,28329165.217475463,,
01,01,01,822,27,Non-coniferous,Pulpwood,,40649986.3586091,,
01,01,01,822,27,Non-coniferous,Pulpwood,,44666646.4222609,,
01,01,01,822,27,Non-coniferous,Sawtimber,,0.0,,
01,01,01,822,27,Non-coniferous,Sawtimber,,0.0,,
01,01,01,822,27,Non-coniferous,Sawtimber,,70064427.50430089,,
01,01,01,822,27,Non-coniferous,Sawtimber,,55364305.8262302,,
01,01,01,822,27,Non-coniferous,Sawtimber,,0.0,,
01,01,01,822,27,Non-coniferous,Sawtimber,,70895025.2831855,,
01,01,01,822,27,Non-coniferous,Sawtimber,,0.0,,
01,01,01,822,27,Non-coniferous,Sawtimber,,0.0,,
01,01,01,837,28,Non-coniferous,Pulpwood,,2869062.6028292,,
01,01,01,837,28,Non-coniferous,Pulpwood,,8624541.84979672,,
01,01,01,837,28,Non-coniferous,Pulpwood,,0.0,,
01,01,01,837,28,Non-coniferous,Pulpwood,,0.0,,
01,01,01,837,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,837,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,837,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,837,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,837,28,Non-coniferous,Sawtimber,,95301994.9215978,,
01,01,01,837,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,837,28,Non-coniferous,Sawtimber,,0.0,,
01,01,01,837,28,Non-coniferous,Sawtimber,,0.0,,
01,02,01,68,9,Coniferous,Pulpwood,,201211000.4086917,,
01,02,01,68,9,Coniferous,Pulpwood,,267011861.17135656,,
01,02,01,68,9,Coniferous,Pulpwood,,241618350.21246827,,
01,02,01,68,9,Coniferous,Pulpwood,,120054105.89562836,,
01,02,01,68,9,Coniferous,Sawtimber,,184002456.1544173,,
01,02,01,68,9,Coniferous,Sawtimber,,111131154.8463394,,
01,02,01,68,9,Coniferous,Sawtimber,,75771513.5634712,,
01,02,01,68,9,Coniferous,Sawtimber,,0.0,,
01,02,01,68,9,Coniferous,Sawtimber,,0.0,,
01,02,01,68,9,Coniferous,Sawtimber,,56911984.5422506,,
01,02,01,68,9,Coniferous,Sawtimber,,0.0,,
01,02,01,68,9,Coniferous,Sawtimber,,0.0,,
01,02,01,110,2,Coniferous,Pulpwood,,27885314.45207007,,
01,02,01,110,2,Coniferous,Pulpwood,,120015856.45388608,,
01,02,01,110,2,Coniferous,Pulpwood,,218802306.0547754,,
01,02,01,110,2,Coniferous,Pulpwood,,189667179.747878,,
01,02,01,110,2,Coniferous,Sawtimber,,189274298.9384989,,
01,02,01,110,2,Coniferous,Sawtimber,,292821128.29753184,,
01,02,01,110,2,Coniferous,Sawtimber,,331292781.4140552,,
01,02,01,110,2,Coniferous,Sawtimber,,319956037.7761641,,
01,02,01,110,2,Coniferous,Sawtimber,,186196929.37391815,,
01,02,01,110,2,Coniferous,Sawtimber,,115405395.489146,,
01,02,01,110,2,Coniferous,Sawtimber,,0.0,,
01,02,01,110,2,Coniferous,Sawtimber,,0.0,,
01,02,01,111,1,Coniferous,Pulpwood,,34008809.6193437,,
01,02,01,111,1,Coniferous,Pulpwood,,100662317.2152973,,
01,02,01,111,1,Coniferous,Pulpwood,,118421969.8274668,,
01,02,01,111,1,Coniferous,Pulpwood,,15244842.8838589,,
01,02,01,111,1,Coniferous,Sawtimber,,72139557.6128619,,
01,02,01,111,1,Coniferous,Sawtimber,,108749155.898481,,
01,02,01,111,1,Coniferous,Sawtimber,,127020467.340136,,
01,02,01,111,1,Coniferous,Sawtimber,,0.0,,
01,02,01,111,1,Coniferous,Sawtimber,,0.0,,
01,02,01,111,1,Coniferous,Sawtimber,,0.0,,
01,02,01,111,1,Coniferous,Sawtimber,,125886626.031144,,
01,02,01,111,1,Coniferous,Sawtimber,,0.0,,
01,02,01,121,1,Coniferous,Pulpwood,,96721651.32766628,,
01,02,01,121,1,Coniferous,Pulpwood,,128008431.22536196,,
01,02,01,121,1,Coniferous,Pulpwood,,82484688.4999694,,
01,02,01,121,1,Coniferous,Pulpwood,,79117570.1619024,,
01,02,01,121,1,Coniferous,Sawtimber,,74828628.6607855,,
01,02,01,121,1,Coniferous,Sawtimber,,118606017.59644853,,
01,02,01,121,1,Coniferous,Sawtimber,,0.0,,
01,02,01,121,1,Coniferous,Sawtimber,,0.0,,
01,02,01,121,1,Coniferous,Sawtimber,,0.0,,
01,02,01,121,1,Coniferous,Sawtimber,,0.0,,
01,02,01,121,1,Coniferous,Sawtimber,,0.0,,
01,02,01,121,1,Coniferous,Sawtimber,,0.0,,
01,02,01,131,2,Coniferous,Pulpwood,,6357431966.999632,,
01,02,01,131,2,Coniferous,Pulpwood,,12728587979.670353,,
01,02,01,131,2,Coniferous,Pulpwood,,12524989823.50679,,
01,02,01,131,2,Coniferous,Pulpwood,,12385651193.566,,
01,02,01,131,2,Coniferous,Sawtimber,,10371837604.04348,,
01,02,01,131,2,Coniferous,Sawtimber,,7479879975.059872,,
01,02,01,131,2,Coniferous,Sawtimber,,4729222973.933411,,
01,02,01,131,2,Coniferous,Sawtimber,,2603256706.274041,,
01,02,01,131,2,Coniferous,Sawtimber,,1350062886.6956782,,
01,02,01,131,2,Coniferous,Sawtimber,,1286907329.2298872,,
01,02,01,131,2,Coniferous,Sawtimber,,530092326.7946016,,
01,02,01,131,2,Coniferous,Sawtimber,,449449376.8147,,
01,02,01,132,3,Coniferous,Pulpwood,,0.0,,
01,02,01,132,3,Coniferous,Pulpwood,,0.0,,
01,02,01,132,3,Coniferous,Pulpwood,,7419669.38683307,,
01,02,01,132,3,Coniferous,Pulpwood,,0.0,,
01,02,01,132,3,Coniferous,Sawtimber,,0.0,,
01,02,01,132,3,Coniferous,Sawtimber,,0.0,,
01,02,01,132,3,Coniferous,Sawtimber,,0.0,,
01,02,01,132,3,Coniferous,Sawtimber,,0.0,,
01,02,01,132,3,Coniferous,Sawtimber,,0.0,,
01,02,01,132,3,Coniferous,Sawtimber,,0.0,,
01,02,01,132,3,Coniferous,Sawtimber,,0.0,,
01,02,01,132,3,Coniferous,Sawtimber,,0.0,,
01,02,01,221,8,Coniferous,Pulpwood,,44445864.00032053,,
01,02,01,221,8,Coniferous,Pulpwood,,91706202.4988665,,
01,02,01,221,8,Coniferous,Pulpwood,,222809543.6122729,,
01,02,01,221,8,Coniferous,Pulpwood,,255568536.8617042,,
01,02,01,221,8,Coniferous,Sawtimber,,108740071.05449784,,
01,02,01,221,8,Coniferous,Sawtimber,,184742788.8160748,,
01,02,01,221,8,Coniferous,Sawtimber,,158627941.7992371,,
01,02,01,221,8,Coniferous,Sawtimber,,129794864.57588428,,
01,02,01,221,8,Coniferous,Sawtimber,,129424648.8652374,,
01,02,01,221,8,Coniferous,Sawtimber,,108397563.4354189,,
01,02,01,221,8,Coniferous,Sawtimber,,433288255.2228933,,
01,02,01,221,8,Coniferous,Sawtimber,,131330184.4344634,,
01,02,01,402,29,Non-coniferous,Pulpwood,,28732330.82348083,,
01,02,01,402,29,Non-coniferous,Pulpwood,,79730363.81822342,,
01,02,01,402,29,Non-coniferous,Pulpwood,,20203597.39195677,,
01,02,01,402,29,Non-coniferous,Pulpwood,,82518329.45426619,,
01,02,01,402,29,Non-coniferous,Sawtimber,,25887349.8365286,,
01,02,01,402,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,402,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,402,29,Non-coniferous,Sawtimber,,62468690.2891977,,
01,02,01,402,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,402,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,402,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,402,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,403,29,Non-coniferous,Pulpwood,,61432421.07662384,,
01,02,01,403,29,Non-coniferous,Pulpwood,,119030798.5761852,,
01,02,01,403,29,Non-coniferous,Pulpwood,,152015008.58532915,,
01,02,01,403,29,Non-coniferous,Pulpwood,,115965199.7651052,,
01,02,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,403,29,Non-coniferous,Sawtimber,,198359123.8740555,,
01,02,01,403,29,Non-coniferous,Sawtimber,,108251948.466101,,
01,02,01,403,29,Non-coniferous,Sawtimber,,84849052.8025132,,
01,02,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,403,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,404,29,Non-coniferous,Pulpwood,,7558172.63947664,,
01,02,01,404,29,Non-coniferous,Pulpwood,,7549925.1995654,,
01,02,01,404,29,Non-coniferous,Pulpwood,,0.0,,
01,02,01,404,29,Non-coniferous,Pulpwood,,17231326.7230115,,
01,02,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,404,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,407,29,Non-coniferous,Pulpwood,,36579541.59621935,,
01,02,01,407,29,Non-coniferous,Pulpwood,,40687151.76256424,,
01,02,01,407,29,Non-coniferous,Pulpwood,,120013359.1817144,,
01,02,01,407,29,Non-coniferous,Pulpwood,,231826722.3679528,,
01,02,01,407,29,Non-coniferous,Sawtimber,,129731169.9546705,,
01,02,01,407,29,Non-coniferous,Sawtimber,,160031202.5238241,,
01,02,01,407,29,Non-coniferous,Sawtimber,,48231244.3652109,,
01,02,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,407,29,Non-coniferous,Sawtimber,,254412054.1164798,,
01,02,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,407,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,409,29,Non-coniferous,Pulpwood,,56173504.70770608,,
01,02,01,409,29,Non-coniferous,Pulpwood,,72204863.1185505,,
01,02,01,409,29,Non-coniferous,Pulpwood,,84100892.5137673,,
01,02,01,409,29,Non-coniferous,Pulpwood,,89271653.5420589,,
01,02,01,409,29,Non-coniferous,Sawtimber,,33359379.4413466,,
01,02,01,409,29,Non-coniferous,Sawtimber,,130032627.1127056,,
01,02,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,409,29,Non-coniferous,Sawtimber,,98622503.8011754,,
01,02,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,409,29,Non-coniferous,Sawtimber,,0.0,,
01,02,01,541,36,Non-coniferous,Pulpwood,,32249315.43361056,,
01,02,01,541,36,Non-coniferous,Pulpwood,,2981383.23128182,,
01,02,01,541,36,Non-coniferous,Pulpwood,,20042880.71488926,,
01,02,01,541,36,Non-coniferous,Pulpwood,,55046426.2479336,,
01,02,01,541,36,Non-coniferous,Sawtimber,,40480042.01552349,,
01,02,01,541,36,Non-coniferous,Sawtimber,,54871246.803091496,,
01,02,01,541,36,Non-coniferous,Sawtimber,,35717028.4077897,,
